concept,label
pureLoveWithoutCarnality,pure love without carnality
rita,Rita
rosalia,Rosalia
roseOfViterbo,Rose of Viterbo
sacredToIsisOsiris,"sacred to Isis, Osiris"
seventhSon,seventh son
ssAngelus,SS Angelus
sweetnessInDesolation,sweetness in desolation
theBloodOfAdonis,the blood of Adonis
theBloodOfMohammed,the blood of Mohammed
theFlowerOfParadise,the flower of Paradise
theSamianSibyl,the Samian sibyl
cohesion,cohesion
elizabethOfHungary,Elizabeth of Hungary
messianicHope,messianic hope
roseOfLima,Rose of Lima
theTreeOfLife,the Tree of Life
anUnknownPartOfOneself,an unknown part of oneself
generousAndDevotedAffection,generous and devoted affection
powerBothSolarAndLunar,power (both solar and lunar)
safeTravelEspeciallyBySea,"safe travel, especially by sea"
seaDeitiesInGeneral,sea deities in general
sharesInTheSymbolismOfTheHeadAndHat,shares in the symbolism of the head and hat
spiritualBlindness,spiritual blindness
sweetAndSecretLove,sweet and secret love
theOutsideShapeIsPhallicTheHollowInsideIsFeminine,"the outside shape is phallic, the hollow inside is feminine"
theSouthInTheUs,the South in the US
waterPower,water power
detachmentFromTheMaterialWorld,detachment from the material world
fraternalLove,fraternal love
goodAndEvil,good and evil
seshat,Seshat
aSacredOintment,a sacred ointment
aWanderer,a wanderer
badNews,bad news
bohemianamericans,BohemianAmericans
connectedWithEcstaticVisionsDeath,"connected with ecstatic visions, death"
higherQualities,higher qualities
imageOfPrimevalHeaven,image of primeval heaven
musicalInstruments,musical instruments
naturalGoodAndWisdom,natural good and wisdom
nicodemus,Nicodemus
rapidGrowth,rapid growth
reincarnatedSoulsOfTheDead,reincarnated souls of the dead
theCoatingOfTheStomach,the coating of the stomach
bliss,bliss
loveAndMarriage,love and marriage
priest,priest
29thWeddingAnniversaries,29th wedding anniversaries
alphaSigmaKappa,Alpha Sigma Kappa
comeDown,come down
aLie,a lie
amiability,amiability
attachment,attachment
heavenlyFelicity,heavenly felicity
initialsForJesusChristOftenShownWithTheIBisectingTheX,"initials for Jesus Christ, often shown with the I bisecting the X"
johnOftenTheEvangelistsInkhornsAreHeldByAngels,John (often the evangelists’ inkhorns are held by angels)
marriedHappiness,married happiness
stoneFor21StWeddingAnniversaries,stone for 21st wedding anniversaries
divineHope,divine hope
fragrance,fragrance
kesiGanadhara,Kesi (Ganadhara)
luke,Luke
nuAlphaKappa,Nu Alpha Kappa
taweret,Taweret
writingSkill,writing skill
maharashtra,Maharashtra
mark,mark
aDeitySPower,a deity’s power
advancementAndCognizance,advancement and cognizance
aFeminineTree,a feminine tree
aloofness,aloofness
aManBetween30And40YearsOfAge,a man between 30 and 40 years of age
anActOfGod,an act of God
anAvengingGod,an avenging god
associAtedWithSagittarius,associ-ated with Sagittarius
aTumescentPenis,a tumescent penis
brevity,brevity
OftenTheLeafOrBranchOnlyTenderness,(often the leaf or branch only) tenderness
aHermit,a hermit
aSinner,a sinner
aSoldier,a soldier
choler,Choler
continualStruggle,continual struggle
defenderOfTheLaw,defender of the law
depravedSocialDrive,depraved social drive
descentOfPower,descent of power
divineMessage,divine message
germanicus,Germanicus
iFeelAllMyObligations,I feel all my obligations
imperiousWill,imperious will
indexOfLatentPassions,index of latent passions
kingOfTheBeasts,King of the Beasts
kingOfTheJungle,King of the Jungle
lunarWhenShownWithACrescentMoon,lunar when shown with a crescent moon
producerOfInwardLight,producer of inward light
revelationByTheGreatSpirit,revelation by the Great Spirit
stormAndThunderGods,storm and thunder gods
suddenRealizationOfTheTruth,sudden realization of the truth
theFlashOfTheThirdEyeOfShiva,the flash of the third eye of Shiva
theVirginOfLight,the Virgin of Light
feminineGrace,feminine grace
masculinePower,masculine power
spiritualIllumination,spiritual illumination
theMaleOrgasm,the male orgasm
theNous,the nous
thePast,the past
jesus,Jesus
lowerNature,lower nature
monday,Monday
bringsGoodLuck,brings good luck
callixtus,Callixtus
certainty,certainty
christina,Christina
bashfulness,bashfulness
contrivanceOfThought,contrivance of thought
delicateFeelings,delicate feelings
doorToAnotherWorld,door to another world
exquisiteness,exquisiteness
feminineDivinities,feminine divinities
femininePride,feminine pride
florian,Florian
foodOfInitiates,food of initiates
goingOneSOwnWay,going one’s own way
heavyBurden,heavy burden
magicalInThatItMayRememberWhatItSees,magical in that it may remember what it sees
mechanismOfSelfRealization,mechanism of self-realization
naturalReligionAndKnowledge,natural religion and knowledge
oneOfTheEightPreciousThingsOfChineseBuddhism,one of the Eight Precious Things of Chinese Buddhism
perfectPurityOfSoul,perfect purity of soul
reflectionOfOneSInnerSelf,reflection of one’s inner self
sensitiveness,sensitiveness
shivaSSemen,Shiva’s semen
ssAurea,SS Aurea
theConcentrationOfSolarEnergyUnderground,the concentration of solar energy underground
theDominantFemininePrinciple,the dominant feminine principle
theElixirOfLife,the elixir of life
theMillerSTrade,the miller’s trade
theMutualConverseOfHumanSociety,the mutual converse of human society
theNourishmentOfTheBuddhaDharma,the nourishment of the Buddha Dharma
theRevolvingUniverse,the revolving universe
theSimpleFoodGivenToThoseWhoDoNotYetReceiveTheWineOfCommunion,the simple food given to those who do not yet receive the wine of Communion
dragons,dragons
fastidiousness,fastidiousness
foodOfImmortality,food of immortality
gemini,Gemini
quirinus,Quirinus
sacredFood,sacred food
samsara,samsara
sensitivity,sensitivity
theKidneys,the kidneys
positiveAndNegative,positive and negative
ownership,ownership
sacredToAphroditeVenus,sacred to Aphrodite/Venus
sunEmblem,sun emblem
alphaKappaPsi,Alpha Kappa Psi
aTreeOfTheGods,a tree of the gods
gloominess,gloominess
idlePastime,idle pastime
irresistibleStrengthTemperedByDailyStruggle,irresistible strength tempered by daily struggle
laoTzu,Lao Tzu
marsMythology,Mars (mythology)
straightness,straightness
suminoye,Suminoye
takasago,Takasago
the13CardsInEachSuitRepresentTheLunarMonths,the 13 cards in each suit represent the lunar months
the52WeeksOfTheYear,the 52 weeks of the year
theFourSuitsRepresentTheFourWorldsElementsCardinalDirectionsWindsSeasonsCastesCornersOfTheTemple,"the four suits represent the four worlds, elements, cardinal directions, winds, seasons, castes, corners of the Temple"
theMasculinePrincipleStillInAStateOfInnocence,the masculine principle still in a state of innocence
theRiverOfBurningInHades,the river of burning in Hades
thoseWhoHoldTheirOpinionsDespiteCriticism,those who hold their opinions despite criticism
unanimity,unanimity
universityOfWaterlooFacultyOfMathematics,University of Waterloo Faculty of Mathematics
completion,completion
confucius,Confucius
gambling,gambling
hasMagicalPowersOfAccessToTheSoulOfTheSubject,has magical powers of access to the soul of the subject
heliosSol,Helios/Sol
libertas,Libertas
sacredToZeus,sacred to Zeus
saturn,Saturn
manipur,Manipur
motherlyLove,motherly love
aValiantWarriorWhoHasEngagedInHazardousUndertakings,a valiant warrior who has engaged in hazardous undertakings
carriedInEleusinianRites,carried in Eleusinian rites
atman,Atman
concupiscence,concupiscence
cosmicCreation,cosmic creation
cosmicEnergy,cosmic energy
darkForce,dark force
encounterWithTheUltimateReality,encounter with the ultimate reality
fatherOfGreatness,Father of Greatness
heavenlyPower,heavenly power
identificationWithBuddha,identification with Buddha
lightOfHeaven,Light of Heaven
moralValue,moral value
newIdea,new idea
ormuzdAhuraMazda,"Ormuzd, Ahura Mazda"
powerAndPride,power and pride
primordialIntellect,primordial intellect
progenitivePower,progenitive power
sourceOfGoodness,source of goodness
swiftlyStrikingDisaster,swiftly striking disaster
theDignityOfTheHighPriest,the dignity of the High Priest
theDuplicityOfTheDevil,the duplicity of the devil
theIlluminationOfAllah,the illumination of Allah
theOpinionatedLowerMindFullOfErrorsThatAreMingledWithTruth,the opinionated lower mind full of errors that are mingled with truth
theOriginalLinkBetweenHeavenAndEarth,the original link between heaven and earth
transcendenceOfTheWorld,transcendence of the world
whenLampsBurnBlueThereAreWitchesAbout,when lamps burn blue there are witches about
anIllOmen,an ill omen
creativeForce,creative force
directKnowledge,direct knowledge
discovery,discovery
divineKnowledge,divine knowledge
enthusiasm,enthusiasm
fidelityInLove,fidelity in love
furyPersonified,Fury personified
impetuosity,impetuosity
mockery,mockery
occasionallyTheFruitOfTheTreeOfKnowledge,occasionally the fruit of the Tree of Knowledge
occasionallyTheFruitOfTheTreeOfKnowledge,"occasionally, the fruit of the Tree of Knowledge"
pureBeing,pure being
sourness,sourness
stealth,stealth
stormGods,storm gods
ssCosmasAndDamian,SS Cosmas and Damian
aFeminineSymbolOfContainment,a feminine symbol of containment
attributeSsJulianFrancisXavierNicholasOfMyraUrsulaVincentOccasionallyStJohn,"attribute SS Julian, Francis Xavier, Nicholas of Myra, Ursula, Vincent, occasionally St. John"
defenseOfTheSpirit,defense of the spirit
merchantRiches,merchant riches
sailingAsAnEndInItselfWithoutSeekingASafeArrivalInHeaven,sailing as an end in itself without seeking a safe arrival in heaven
succorInExtremity,succor in extremity
theEarthFloatingUponThePrimordialWaters,the earth floating upon the primordial waters
theLawThatEnablesManToCrossTheOceanOfExistence,the Law that enables man to cross the ocean of existence
thePersonificationsOfRhetoric,the personifications of Rhetoric
theShipOfKamiNariConnectsHeavenAndEarth,the ship of Kami-nari connects heaven and earth
upsilonPhiSigma,Upsilon Phi Sigma
vehicleOfTheSunAndMoon,vehicle of the sun and moon
veteranOfSeaExpeditions,veteran of sea expeditions
abrahamicReligions,Abrahamic religions
aDeathFigure,a death figure
advancement,advancement
aManWhoHasMadeHisOwnFortune,a man who has made his own fortune
badTidings,bad tidings
bearerOfBadTidings,bearer of bad tidings
benegeitBran,Benegeit Bran
blackening,blackening
divineProtection,divine protection
humiliationOfGreatness,humiliation of greatness
kingArthurLivesOnAsARaven,King Arthur lives on as a raven
messengerOfTheThunderGod,messenger of the thunder god
oneOfTheTwelveCelestialBranches,one of the Twelve Celestial Branches
oswald,Oswald
prophetic,prophetic
prosperousAdministration,prosperous administration
rapacityPersonifiedEspeciallyWithARingInItsBeak,Rapacity personified (especially with a ring in its beak)
removerOfPollution,remover of pollution
selfIsolation,self-isolation
servantOfTheSun,servant of the sun
teacherOfSurvivalToTheFirstHumans,teacher of survival to the first humans
theDanes,the Danes
theDarkSideOfThePsyche,the dark side of the psyche
theFaithfulLivingByTheWatersOfGrace,the faithful living by the waters of grace
theFamiliarOfWitches,the familiar of witches
theFirstGradeOfInitiation,the first grade of initiation
theImpenitentSinner,the impenitent sinner
trustInDivineProvidence,trust in divine providence
vikings,Vikings
warAndFertilityGoddesses,war and fertility goddesses
cleansing,cleansing
fragility,fragility
lugh,Lugh
messengerOfApollo,messenger of Apollo
mortification,mortification
november,November
sekhmet,Sekhmet
theDwarfPlanetPluto,the dwarf planet Pluto
theNigredo,the nigredo
thePassingOfTime,the passing of time
spiritualAspiration,spiritual aspiration
stLiborius,St. Liborius
theFiveSensesExceptInTheEast,the five senses (except in the East)
theQuintessence,the quintessence
theFiveWoundsOfChrist,the five wounds of Christ
academicSuccess,academic success
decreesOfFate,decrees of fate
grammar,Grammar
holyScripture,Holy Scripture
legalDocument,legal document
lowerEgypt,Lower Egypt
punishmentOfGod,punishment of God
sometimesMerelyOrnamentation,sometimes merely ornamentation
theExtentOfALife,the extent of a life
thePersonificationsOfTheLogicMostCommon,the personifications of the Logic (most common)
theProphets,the prophets
theUnfoldingOfTheLaw,the unfolding of the Law
writingSkills,writing skills
arithmetic,Arithmetic
conjunctionOfOpposites,conjunction of opposites
contract,contract
theEphemeral,the ephemeral
theNativityOfChrist,the nativity of Christ
theNativityOfChrist,the Nativity of Christ
mysticism,mysticism
gatewayToAnotherStateOrRealm,gateway to another state or realm
theAllConsumingEarth,the all-consuming earth
theDoorsOfParadise,the doors of Paradise
thePowerToControlTheUseOfReason,the power to control the use of reason
theSmallFactorsThatInfluenceEvents,the small factors that influence events
loftinessOfSpirit,loftiness of spirit
riches,riches
sky,sky
sky,Sky
theArchangelsCassiel,the archangels Cassiel
skill,skill
anIdolWorshipper,an idol worshipper
UsuallyEarthenDullness,(usually earthen) dullness
annapurnaGoddess,Annapurna (goddess)
chiIotaPi,Chi Iota Pi
connectedWithRainFertilityTheGreatMotherTheWombNatureSInexhaustibleWombRejuvenationTheUnderworldAnyBodyMoistureBloodSweatSemenTearsUrineSaliva,"connected with rain, fertility, the Great Mother, the womb, Nature’s inexhaustible womb, rejuvenation, the underworld, any body moisture (blood, sweat, semen, tears, urine, saliva)"
dajoji,Dajoji
repression,repression
theErythraeanSibyl,the Erythraean sibyl
theHumanSoul,the human soul
theLotus,the lotus
theSixDaysOfCreation,the six days of creation
theSixDaysOfCreation,the six days of Creation
theUnionOfOpposites,the union of opposites
unionOfTheMasculineAndFemininePrinciples,union of the masculine and feminine principles
maleAndFemale,male and female
pilgrims,pilgrims
abodeOfTheArchangelGabriel,abode of the archangel Gabriel
aFailureOfOrderNaturalOrProperDevelopment,"a failure of order, natural or proper development"
anUnbalancedPsyche,an unbalanced psyche
ashang,Ashang
ashtaroth,Ashtaroth
ayAta,Ay Ata
bushes,bushes
abodeOfTheDead,abode of the dead
archangelGabriel,archangel Gabriel
chandraprabha,Chandraprabha
cosmicForcesOneStepRemovedFromChaos,cosmic forces one step removed from chaos
daughterOfTlaloc,daughter of Tlaloc
difficultiesToBeOvercomeOnAQuest,difficulties to be overcome on a quest
disorderPrecedingCreation,disorder preceding creation
earlyChildhood,early childhood
erlik,Erlik
femininityUsually,femininity (usually)
guardianOfTreasureImmortality,"guardian of treasure, immortality"
heavenSBeauty,heaven’s beauty
hina,Hina
husbandOfAllWomen,husband of all women
hyacinthOftenWithAStatueOfTheVirginMary,Hyacinth (often with a statue of the Virgin Mary)
impulse,impulse
innerKnowledge,inner knowledge
instinctsThatHinderManInHisSearchForTruth,instincts that hinder man in his search for truth
involuntaryAndInstinctualAction,involuntary and instinctual action
irrationalThoughtOrBehavior,irrational thought or behavior
lifeStyle,life-style
lightOfTheGreatSpirit,light of the Great Spirit
mah,Mah
norbert,Norbert
repressedPartsOfTheSelf,repressed parts of the self
revelationOfTruth,revelation of truth
ssClare,SS Clare
theCalmMindOfTheSage,the calm mind of the sage
theEnlightenedMind,the enlightened mind
theForcesOfChaosDarkness,"the forces of chaos, darkness"
thePersonificationsOfTruthEspeciallyAHandMirror,the personifications of Truth (especially a hand mirror)
theQueen,the queen
theSoulInAStateOfPurity,the soul in a state of purity
theUnsulliedSpirit,the unsullied spirit
unreality,unreality
vinayaki,Vinayaki
falsity,falsity
happyMarriage,happy marriage
commonsClub,Commons club
worldAxisEspeciallyWhenSurmountedByACrossFleurDelisStarOrAngel,"World Axis (especially when surmounted by a cross, fleur-delis, star, or angel)"
disintegration,disintegration
spiritualAscension,spiritual ascension
theSevenHeavens,the seven heavens
aMarkOfPiety,a mark of piety
andOtherHermitAndPenitentSaints,and other hermit and penitent saints
carryingASkullWouldMakeOneInvisible,carrying a skull would make one invisible
contemplationOfDeath,contemplation of death
council,council
deathPersonifiedSometimesTheDevilPersonified,"Death personified, sometimes the Devil personified"
lifeAndContinuanceOfTheSpecies,life and continuance of the species
paul,Paul
seatOfTheMoon,seat of the moon
ssFrancisOfAssisi,SS Francis of Assisi
theBlackeningAndMortificationOfTheLesserWork,the blackening and mortification of the Lesser Work
theCycleOfInitiationThroughTheDeathOfTheBodyToRebirthAtAHigherLevel,the cycle of initiation through the death of the body to rebirth at a higher level
theGodOfDeathAndTheUnderworld,the god of death and the underworld
thePersonificationsOfOldAge,the personifications of Old Age
theSeatOfThought,the seat of thought
theSwiftPassingOfTimeAndLife,the swift passing of time and life
theTransitoryNatureOfLifeOnEarth,the transitory nature of life on earth
theUselessNatureOfEarthlyThings,the useless nature of earthly things
theVanityOfWorldlyThings,the vanity of worldly things
theWorldlySurvivalOfTheDead,the worldly survival of the dead
usuallyHasInfernalImplications,usually has infernal implications
adam,Adam
dyingToTheWorld,dying to the world
leisure,leisure
phiDeltaPhi,Phi Delta Phi
romuald,Romuald
sealAndSerpent,Seal and Serpent
sorcery,sorcery
theDyingSun,the dying sun
hamlet,Hamlet
judaism,Judaism
theArchangelsAsariel,the archangels Asariel
instabilityWhichIsCausedByObjectInterest,instability which is caused by object interest
primordialMaterial,primordial material
primordialState,primordial state
ruffina,Ruffina
ssJustina,SS Justina
theAllurementOfSensationAndDesireWhichCaptureTheSoul,"the allurement of sensation and desire, which capture the soul"
theBodySunkInDarkness,the body sunk in darkness
theSpiritSeekingSatisfactionInsteadOfWisdom,the spirit seeking satisfaction instead of wisdom
theUnredeemed,the unredeemed
ancientWisdom,ancient wisdom
crime,crime
theFemale,the female
oneOfTheThreeTreasures,one of the Three Treasures
primordialLife,primordial life
selfConsciousness,self-consciousness
selfrealization,selfrealization
tezcatlipoca,Tezcatlipoca
thesisAndAntithesis,thesis and antithesis
unconsciousMemories,unconscious memories
retrospection,retrospection
perfectFriendship,perfect friendship
europe,Europe
aFormOfZeusJupiter,a form of Zeus/Jupiter
aHappyDeath,a happy death
aLearnedPerson,a learned person
aLoverOfHarmony,a lover of harmony
breathAndSpirit,breath and spirit
chasteFemaleNudity,chaste female nudity
christianRetirement,Christian retirement
connectedWithProphecyDawnTheSolarPoets,"connected with prophecy, dawn, the solar, poets"
fionnuala,Fionnuala
flowOfDivinePowerAndOrMunificence,flow of divine power and/or munificence
hubertOfLincoln,Hubert of Lincoln
incestuousMaternalRelationship,incestuous maternal relationship
kappaThetaEpsilon,Kappa Theta Epsilon
selfnature,selfnature
sundaySChildIsFullOfGraceOrBornOnASundayYouLlNeverWantOrLuckyAndHappyAndGoodAndGay,"Sunday’s child is full of grace, or, Born on a Sunday, you’ll never want (or, lucky and happy and good and gay)"
worksOfLight,works of light
brotherlyLove,brotherly love
divinePunishment,divine punishment
insensitivity,insensitivity
jeremiah,Jeremiah
reasonAndIntuition,reason and intuition
BaOrisha,Ọba (orisha)
pureLight,pure light
satyrs,satyrs
Ya,Ọya
descentOfTheHolySpiritToTheApostlesInParticularAndMankindInGeneral,"descent of the Holy Spirit to the Apostles in particular, and mankind in general"
detentionOfMoralProgress,detention of moral progress
exchangingSomethingOfGreaterValueForSomethingOfLesserValue,exchanging something of greater value for something of lesser value
flee,flee
personificationOfTheRainCloud,personification of the rain cloud
protectionFromSorcery,protection from sorcery
restoration,restoration
sigmaAlphaEpsilonPi,Sigma Alpha Epsilon Pi
sigmaAlphaIota,Sigma Alpha Iota
theEmperorYu,the Emperor Yu
thePersonificationOfChristianity,the personification of Christianity
thePersonificationsOfSimplicity,the personifications of Simplicity
thetaDeltaSigma,Theta Delta Sigma
thrownOnTheGravesOfSuicides,thrown on the graves of suicides
unconsciousRepression,unconscious repression
maternalLove,maternal love
transience,transience
goodWishes,good wishes
anUncleanAnimal,an unclean animal
sacredToApollo,sacred to Apollo
theReturnOfSpring,the return of spring
theReturnOfSpring,the return of Spring
leviathan,leviathan
leviathan,Leviathan
obstinacy,obstinacy
subtlety,subtlety
vaisravenna,Vaisravenna
hachiman,Hachiman
honorableWarrior,honorable warrior
initiatesIntoAdulthood,initiates into adulthood
izanami,Izanami
kwanYu,Kwan-yu
lamfhada,Lamfhada
passageFromOnePlaneToAnother,passage from one plane to another
slowness,slowness
theCreativeWord,the creative Word
theGatesOfHell,the gates of hell
theHareInTheMoon,the hare in the moon
anExpressionOfLustPrideBragging,"an expression of lust, pride, bragging"
aPointOfProgressOnThePathToPerfection,a point of progress on the path to perfection
aTailor,a tailor
conductorOfTheSoul,conductor of the soul
housewife,housewife
maleEnergy,male energy
nationality,nationality
personificationOfTheWavesOfTheOcean,personification of the waves of the ocean
sailing,sailing
socialBonds,social bonds
stinginess,stinginess
theMasculineOrFeminineAspectsOfOneSSelf,the masculine or feminine aspects of one’s self
theRenaissance,the Renaissance
theSoulSEntireServiceToTheHighestIdeals,the soul’s entire service to the highest ideals
drinking,drinking
kappaDelta,Kappa Delta
rhetoric,Rhetoric
saints,saints
theEvangelists,the Evangelists
writers,writers
noahSArk,Noah’s ark
noahSArk,Noah’s Ark
blindFollowing,blind following
maenadsBacchantes,Maenads/Bacchantes
sigmaPhiRho,Sigma Phi Rho
straying,straying
theEighthAnimalOfTheTwelveCelestialBranches,the eighth animal of the Twelve Celestial Branches
theFlockOfChrist,the flock of Christ
theHigherQualitiesAndVirtuesOfTheSoul,the higher qualities and virtues of the soul
theRetiringLife,the retiring life
usuryPersonified,Usury personified
wiliness,wiliness
layerOfTheCosmicEggFromWhichBrahmaSprang,layer of the Cosmic Egg from which Brahma sprang
ludger,Ludger
movementAccordingToTheLaw,movement according to the law
occasionallyErato,occasionally Erato
oneOfTheEightAuspiciousSigns,one of the Eight Auspicious Signs
resignationTheSeventhTirthankara,"resignation, the Seventh Tirthankara"
ssCuthbert,SS Cuthbert
suparshvanatha,Suparshvanatha
theDivineForceTheCreatorTheFourGradesOfExistence,"the divine force, the Creator, the four grades of existence"
theEsotericDoctrineOfBuddha,the esoteric doctrine of Buddha
theFourCardinalDirectionsControlOfTheSeasonsByAngels,"the four cardinal directions, control of the seasons by angels"
theHammerOfThor,the hammer of Thor
theHeartOfBuddha,the heart of Buddha
theHypocrite,the hypocrite
theNaziParty,the Nazi Party
theSacredFireOfHeaven,the sacred fire of heaven
theSealOfBuddhaSHeart,the seal of Buddha’s heart
theSuccessionOfGenerations,the succession of generations
theThirdReich,the Third Reich
virginityInGeneralUsuallyAWhiteSwan,virginity in general (usually a white swan)
amorousness,amorousness
serenity,serenity
theCross,the cross
theCross,the Cross
destructiveForce,destructive force
irrigation,irrigation
mamiWata,Mami Wata
phanes,Phanes
reincarnationOfTheDead,reincarnation of the dead
stPatrick,St. Patrick
theRainbow,the rainbow
wadjet,Wadjet
fascination,fascination
6thOfTheAnimalsOfTheTwelveTerrestrialBranches,6th of the animals of the Twelve Terrestrial Branches
agentOfTheFall,agent of the Fall
akurra,Akurra
alphaEpsilonIota,Alpha Epsilon Iota
anAspectOfAhrimanAngraMainu,"an aspect of Ahriman, Angra Mainu"
attributeAndPersonificationOfSusanoO,attribute and personification of Susano-o
authorOfDivineGnosis,author of divine gnosis
aPhallicSymbol,a phallic symbol
cosmicPower,cosmic power
creatorOfTheWorld,creator of the world
earthlyWisdom,earthly wisdom
erinyes,Erinyes
femaleDeities,female deities
forcesOfDestruction,forces of destruction
generativeEnergy,generative energy
greatMysteries,great mysteries
guardianOfTheSpringsOfLifeImmortalityTheSuperiorRichesOfTheSpiritTreasure,"guardian of the springs of life, immortality, the superior riches of the spirit, treasure"
harbingerOfDeath,harbinger of death
hippocrates,Hippocrates
incarnationOfTheDead,incarnation of the dead
lares,lares
mediatorBetweenHeavenAndEarth,mediator between heaven and earth
mediatorBetweenMenAndTheLowerWorld,mediator between men and the lower world
militaryFame,military fame
noongar,Noongar
occasionalFormOfAmmonZeusJupiter,"occasional form of Ammon, Zeus/Jupiter"
oneOfTheFivePoisonousCreatures,one of the Five Poisonous Creatures
penates,penates
powerToHeal,power to heal
primordialInstinctiveNature,primordial instinctive nature
reincarnationOfDeadSouls,reincarnation of dead souls
sacredToEileithyia,sacred to Eileithyia
salus,Salus
seductionOfStrengthByMatter,seduction of strength by matter
sexualTemptation,sexual temptation
subterraneanLife,subterranean life
sycophancy,sycophancy
theAmorphous,the amorphous
theBeneficentAspectOfQuetzalcoatl,the beneficent aspect of Quetzalcoatl
theDeadEspeciallyHeroes,"the dead, especially heroes"
theEvilInherentInAllWorldlyThings,the evil inherent in all worldly things
theEvilSideOfNature,the evil side of nature
theInferiorWithinTheSuperior,the inferior within the superior
thePersonificationsOfTime,the personifications of Time
theSerpentAndTheCatWereTheOnlyTwoAnimalsUnmovedByTheDeathOfBuddha,the serpent and the cat were the only two animals unmoved by the death of Buddha
theShakti,the shakti
theSpearOfWarGods,the spear of war gods
theTribeOfDan,the tribe of Dan
theUnconsciousExpressingItselfSuddenlyAndUnexpectedlyWithTerribleOrFrighteningResults,the unconscious expressing itself suddenly and unexpectedly with terrible or frightening results
ulanji,Ulanji
unet,Unet
vehicleOfImmortality,vehicle of immortality
wagyl,Wagyl
wells,wells
wisdomOfTheDeep,wisdom of the deep
wollunqua,Wollunqua
yamGod,Yam (god)
yurlungur,Yurlungur
ancestor,ancestor
maize,maize
maize,Maize
masculineDivinePower,masculine divine power
metzli,Metzli
occasionallyEvil,occasionally evil
perpetualRenewal,perpetual renewal
pharmacologyAlchemy,"pharmacology, alchemy"
pharmacy,pharmacy
potentialEvil,potential evil
regenerativeReceptacleOfTheSoul,regenerative receptacle of the soul
regulatorOfWaterRainTheFertilityOfWomenAnimalsPlants,"regulator of water, rain, the fertility of women, animals, plants"
sereneLoveliness,serene loveliness
serenePowerOverTheMundane,serene power over the mundane
sexualLaxity,sexual laxity
sexualLife,sexual life
theAnimalSoul,the animal soul
theAttachmentOfThePhysicalAndSpiritualOrSpiritualAndInstinctual,"the attachment of the physical and spiritual, or spiritual and instinctual"
theChildrenOfIsrael,the Children of Israel
theChurchReflectingTheLightOfChristHoweverSometimesTheSynagogueWithTheChurchRepresentedAsTheSun,"the Church reflecting the light of Christ, however, sometimes the Synagogue, with the Church represented as the sun"
theFatherGod,the father god
theFemininePrincipleAndMasculinePrincipleRespectively,the feminine principle and masculine principle respectively
theHareInTheMoonMixesTheElixirOfImmortalityWithAMortarAndPestle,the hare in the moon mixes the elixir of immortality with a mortar and pestle
theNadir,the nadir
thePhysicalNatureOfChrist,the physical nature of Christ
theSeatOfSensation,the seat of sensation
theSenderOfSnow,the sender of snow
theSendingOfDreams,the sending of dreams
theStrengtheningOfHopes,the strengthening of hopes
theTransient,the transient
2,-2
2,-2-
2,2
irrationality,irrationality
isolation,isolation
lunacy,lunacy
lunacy,Lunacy
pensiveness,pensiveness
pisces,Pisces
purifiedAffections,purified affections
rachel,Rachel
susanoO,Susano-o
theLiver,the liver
theMutable,the mutable
theRoundOfExistence,the Round of Existence
lug,Lug
moLiChInAndVariousMinorGods,Mo-li Ch’in and various minor gods
royaltyInAncientTimes,royalty in ancient times
ssLiberalis,SS Liberalis
theActionOfBeingUponUndifferentiatedMatter,the action of being upon undifferentiated matter
theBronzeAgePersonified,the Bronze Age personified
theSmallerSpiresGodSCelestialOffspring,the smaller spires God’s celestial offspring
universalAxis,universal axis
valiantKnight,valiant knight
1,-1
1,-1-
1,1
bridgeToHeaven,bridge to heaven
fall,Fall
heavenlyAspiration,heavenly aspiration
highRank,high rank
minerva,Minerva
soldiers,soldiers
theEuropeanSibyl,the European sibyl
aValuableObjectOrSituation,a valuable object or situation
bringerOfAnAlternateLevelOrReality,bringer of an alternate level or reality
devotionToACause,devotion to a cause
forcesOfConsciousnessWarringWithinAPersonality,forces of consciousness warring within a personality
latentForceInThePersonalityReadyToComeToTheAidOfTheConscious,latent force in the personality ready to come to the aid of the conscious
masculineAggressiveness,masculine aggressiveness
ssSergiusBacchus,"SS Sergius, Bacchus"
strivingMentalQualities,striving mental qualities
diffidence,diffidence
christianPilgrimage,Christian pilgrimage
communicationBetweenDifferentWorlds,communication between different worlds
gradesOrRanksInTheHierarchicalWorld,grades or ranks in the hierarchical world
osirisAndTheStairsToHeaven,Osiris and the stairs to heaven
theMonthsOfTheYear,the months of the year
theStepsToTheControlOfTheUniverse,the steps to the control of the universe
lawAndOrder,law and order
organization,organization
untamedNature,untamed nature
aLowJob,a low job
beingEngulfedInEmotionsIdeasSpirituality,"being engulfed in emotions, ideas, spirituality"
christSPassion,Christ’s passion
christSPassion,Christ’s Passion
theRighteousMan,the righteous man
victoryOverTheFlesh,victory over the flesh
labor,labor
regulation,regulation
theCensoriousSuperEgoInhibitingForcesOfThePreConscious,the censorious super-ego inhibiting forces of the pre-conscious
theEvilDemiurge,the evil demiurge
serviceInTheCrusades,service in the Crusades
theElementEarth,the element earth
monastics,monastics
thunderAndLightning,thunder and lightning
thunderGods,thunder gods
antithesisOfTheBull,antithesis of the bull
baalTamar,Baal-Tamar
Bacchus,", Bacchus"
